institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue,ID,
Montana State University,MT,Bozeman,25708,14919,1090-1320,http://www.montana.edu,82,953,
Montana State University--Billings,MT,Billings,19121,3960,N/A,http://www.msubillings.edu,100,954,
Montana State University--Northern,MT,Havre,,,N/A,http://www.loyola.edu,100,955,
Montana Technological University,MT,Butte,22594,2330,1110-1230,https://www.mtech.edu/,90,956,
Montclair State University,NJ,Montclair,21033,16988,990-1170,http://www.montclair.edu,71,957,
Monterrey Institute of Technology and Higher Education--Monterrey,,"64849 Monterrey, Nuevo Leon",,,N/A,//www.mty.itesm.mx/,,958,
Montreat College,NC,Montreat,27850,714,920-1140,http://www.montreat.edu,55,959,
Montserrat College of Art,MA,Beverly,,,N/A,//www.montserrat.edu,,960,
Moody Bible Institute,IL,Chicago,,,N/A,//www.moody.edu/,,961,
Moore College of Art & Design,PA,Philadelphia,,,N/A,http://www.moore.edu,,962,
Moravian College,PA,Bethlehem,45312,2139,1050-1200,http://www.moravian.edu,73,963,
Morehead State University,KY,Morehead,13876,9400,840-1025,http://www.moreheadstate.edu,75,964,
Morehouse College,GA,Atlanta,27576,2206,1010-1210,http://www.morehouse.edu,58,965,
Morgan State University,MD,Baltimore,18480,6419,920-1080,http://www.morgan.edu,66,966,
Morningside College,IA,Sioux City,32720,1282,N/A,http://www.morningside.edu,56,967,
Morris College,SC,Sumter,13886,,N/A,//www.morris.edu,79,968,
Mount Aloysius College,PA,Cresson,23680,1733,943-1120,http://www.mtaloy.edu,46,969,
Mount Angel Seminary,OR,St. Benedict,,,N/A,//www.mountangelabbey.org/seminary/index.html,,970,
Mount Carmel College of Nursing,OH,Columbus,22062,,N/A,//www.mccn.edu/,,971,
Mount Holyoke College,MA,South Hadley,52258,2208,1290-1500,http://www.mtholyoke.edu,51,972,
Mount Marty College,SD,Yankton,28126,862,N/A,http://www.mtmc.edu,69,973,
Mount Mary University,WI,Milwaukee,31160,726,N/A,http://www.mtmary.edu,62,974,
Mount Mercy University,IA,Cedar Rapids,33930,1501,940-1160,http://www.mtmercy.edu,63,975,
Mount Saint Mary's University,CA,Los Angeles,42784,2357,930-1130,http://www.msmu.edu,84,976,
Mount St. Joseph University,OH,Cincinnati,31100,1448,990-1140,http://www.msj.edu,60,977,
Mount St. Mary College,NY,Newburgh,32772,2005,1020-1170,http://www.msmc.edu,94,978,
Mount St. Mary's University,MD,Emmitsburg,42590,1889,1000-1210,http://www.msmary.edu,68,979,
Mount Vernon Nazarene University,OH,Mount Vernon,29244,1838,960-1140,https://www.mvnu.edu/,76,980,
Muhlenberg College,PA,Allentown,54600,2340,1170-1360,http://www.muhlenberg.edu,62,981,
Multnomah University,OR,Portland,,407,1010-1190,http://www.multnomah.edu,53,982,
Murray State University,KY,Murray,24792,8142,1026-1256,http://www.murraystate.edu,81,983,
Muskingum University,OH,New Concord,29128,1616,976-1180,http://www.muskingum.edu,72,984,
Naropa University,CO,Boulder,31790,,N/A,http://www.naropa.edu,100,985,
National American University,SD,Rapid City,,,N/A,//www.national.edu/rc,,986,
National American University--Austin,TX,Austin,,,N/A,//www.skagit.edu,,987,
National Graduate School of Quality Management,MA,Falmouth,,,N/A,http://www.ngs.edu,,988,
National Louis University,IL,Chicago,11010,3051,N/A,http://www.nl.edu,86,989,
National University,CA,La Jolla,13320,7735,N/A,http://www.uwp.edu,,990,
National University College,PR,Bayamon,,,N/A,,,991,
National University of Health Sciences,IL,Lombard,,,N/A,,,992,
National University of Natural Medicine,OR,Portland,,,N/A,,,993,
Navajo Technical University,NM,Crownpoint,,,N/A,,,994,
Nazarene Bible College,CO,Colorado Springs,,,N/A,//www.nbc.edu,,995,
Nazareth College,NY,Rochester,35416,2269,1090-1270,http://www.naz.edu,64,996,
Nebraska Methodist College,NE,Omaha,16308,775,N/A,http://www.methodistcollege.edu/,91,997,
Nebraska Wesleyan University,NE,Lincoln,35444,1849,1010-1270,https://www.nebrwesleyan.edu/,72,998,
Neumann University,PA,Aston,32960,1995,910-1090,http://www.neumann.edu,69,999,
Nevada State College,NV,Henderson,,,N/A,http://nsc.nevada.edu,84,1000,
Newberry College,SC,Newberry,27400,1208,920-1120,http://www.newberry.edu/,66,1001,
New College of Florida,FL,Sarasota,29944,808,1220-1420,//www.ncf.edu,77,1002,
New England College,NH,Henniker,39120,1840,870-950,//www.nec.edu,100,1003,
New England College of Business and Finance,MA,Boston,,,N/A,https://www.necb.edu/,,1004,
New England College of Optometry,MA,Boston,,,N/A,//www.neco.edu,,1005,
New England Conservatory of Music,MA,Boston,50460,468,N/A,http://www.newenglandconservatory.edu,,1006,
New England Institute of Art,MA,Brookline,,,N/A,//www.artinstitutes.edu/boston/,,1007,
New England Institute of Technology,RI,East Greenwich,,,N/A,http://www.neit.edu/,,1008,
New Hampshire Institute of Art,NH,Manchester,,,N/A,,,1009,
New Jersey City University,NJ,Jersey City,22220,6237,850-1060,http://www.njcu.edu/,96,1010,
New Jersey Institute of Technology,NJ,Newark,32750,8532,1190-1380,http://www.njit.edu,64,1011,
Newman University,KS,Wichita,31774,2764,1016-1195,http://www.wabash.edu,63,1012,
New Mexico Highlands University,NM,Las Vegas,10590,1924,N/A,http://www.nmhu.edu,64,1013,
New Mexico Institute of Mining and Technology,NM,Socorro,23524,1412,1210-1400,http://www.nmt.edu,23,1014,
New Mexico State University,NM,Las Cruces,24917,11687,940-1160,http://www.nmsu.edu,66,1015,
The New School,NY,New York,50954,7444,1150-1360,http://www.newschool.edu,57,1016,
NewSchool of Architecture and Design,CA,San Diego,,,N/A,http://newschoolarch.edu/,,1017,
New York Institute of Technology,NY,Old Westbury,38010,3648,1050-1270,http://www.nyit.edu,76,1018,
New York School of Interior Design,NY,New York,,,N/A,//www.nysid.edu,,1019,
New York University,NY,New York,53308,26733,1310-1510,http://www.nyu.edu,20,1020,
Niagara University,NY,Niagara University,34510,2818,1020-1200,http://www.niagara.edu,87,1021,
Nicholls State University,LA,Thibodaux,9045,5896,870-1090,http://www.nicholls.edu,94,1022,
Nichols College,MA,Dudley,35615,1322,940-1140,http://www.nichols.edu/,82,1023,
Norfolk State University,VA,Norfolk,24742,4660,860-1030,http://www.nsu.edu,90,1024,
North Carolina A&T State University,NC,Greensboro,20167,10629,950-1110,http://www.ncat.edu,61,1025,
North Carolina Central University,NC,Durham,19241,6434,900-1050,http://www.nccu.edu,47,1026,
North Carolina State University--Raleigh,NC,Raleigh,29220,25199,1250-1390,http://admissions.ncsu.edu,47,1027,
North Carolina Wesleyan College,NC,Rocky Mount,32050,2008,870-1090,http://www.ncwc.edu,63,1028,
North Central College,IL,Naperville,40040,2681,1050-1250,http://www.northcentralcollege.edu,56,1029,
Northcentral University,AZ,San Diego,11064,104,N/A,http://www.ncu.edu,,1030,
North Central University,MN,Minneapolis,25090,926,1030-1230,//www.northcentral.edu,63,1031,
North Dakota State University,ND,Fargo,13628,11425,1083-1275,http://www.ndsu.edu,93,1032,
Northeastern Illinois University,IL,Chicago,21161,6390,770-1170,http://www.neiu.edu,56,1033,
Northeastern State University,OK,Tahlequah,14720,6741,N/A,http://www.nsuok.edu,97,1034,
Northeastern University,MA,Boston,53506,13909,1360-1540,http://www.northeastern.edu/,19,1035,
Northern Arizona University,AZ,Flagstaff,26516,27078,1030-1230,https://www.nau.edu,83,1036,
Northern Illinois University,IL,DeKalb,14610,12788,940-1170,http://www.niu.edu/,54,1037,
Northern Kentucky University,KY,Highland Heights,20256,11933,990-1230,http://www.nku.edu/,89,1038,
Northern Marianas College,MP,Saipan,,,N/A,,,1039,
Northern Michigan University,MI,Marquette,16550,7089,970-1180,http://www.nmu.edu,66,1040,
Northern New Mexico College,NM,Espanola,,,N/A,//www.nnmc.edu,,1041,
Northern State University,SD,Aberdeen,11821,3051,950-1270,http://www.northern.edu,88,1042,
Northern Vermont University,VT,Johnson,,,870-1100,http://www.jsc.edu,87,1043,
North Florida Community College,FL,Madison,11400,1229,N/A,,100,1044,
North Greenville University,SC,Tigerville,21120,2408,890-1310,http://www.ngu.edu,60,1045,
Northland College,WI,Ashland,37516,582,1003-1238,http://www.northland.edu,51,1046,
North Park University,IL,Chicago,29860,1977,950-1167,http://www.northpark.edu,47,1047,
North Seattle College,WA,Seattle,,,N/A,,,1048,
Northwest Christian University,OR,Eugene,31410,593,935-1170,http://www.nwcu.edu,62,1049,
Northwestern College,IA,Orange City,32300,1032,1070-1260,http://www.nwciowa.edu,71,1050,
Northwestern Health Sciences University,MN,Bloomington,,,N/A,http://www.nwhealth.edu/,,1051,
Northwestern Michigan College,MI,Traverse City,,,N/A,,,1052,
Northwestern Oklahoma State University,OK,Alva,14558,1805,898-1118,http://www.nwosu.edu,74,1053,
Northwestern State University of Louisiana,LA,Natchitoches,19368,9904,930-1160,http://www.nsula.edu,66,1054,
Northwestern University,IL,Evanston,56691,8231,1430-1550,http://www.northwestern.edu,8,1055,
Northwest Florida State College,FL,Niceville,,,N/A,//www.owcc.cc.fl.us/,,1056,
Northwest Indian College,WA,Bellingham,,,N/A,,,1057,
Northwest Missouri State University,MO,Maryville,17525,5654,976-1193,http://www.nwmissouri.edu,79,1058,
Northwest Nazarene University,ID,Nampa,31050,1463,1020-1250,http://www.nnu.edu,96,1059,
Northwest University,WA,Kirkland,32960,975,1030-1225,http://www.northwestu.edu,95,1060,
Northwood University,MI,Midland,28080,1244,990-1180,http://www.northwood.edu,68,1061,
Norwich University,VT,Northfield,40016,3182,1040-1270,https://www.norwich.edu,66,1062,
Notre Dame College of Ohio,OH,Cleveland,,,910-1105,http://www.notredamecollege.edu,89,1063,
Notre Dame de Namur University,CA,Belmont,36596,871,870-1060,http://www.ndnu.edu,82,1064,
Notre Dame of Maryland University,MD,Baltimore,38340,841,930-1140,http://www.ndm.edu,88,1065,
Nova Scotia College of Art and Design,,"Halifax, Nova Scotia",,,N/A,//www.nscad.ca,,1066,
Nova Southeastern University,FL,Ft. Lauderdale,32150,4904,1080-1290,http://www.nova.edu,79,1067,
Nueta Hidatsa Sahnish College,ND,New Town,,,N/A,,,1068,
Nyack College,NY,Nyack,25500,1339,868-1108,http://www.nyack.edu,98,1069,
Oakland City University,IN,Oakland City,24300,1231,912-1110,http://www.oak.edu,50,1070,
Oakland University,MI,Rochester,24710,15799,1010-1240,http://www.oakland.edu,84,1071,
Oakwood University,AL,Huntsville,,,890-1100,http://www.oakwood.edu,47,1072,
Oberlin College,OH,Oberlin,56818,2785,1280-1490,http://www.oberlin.edu,36,1073,
Occidental College,CA,Los Angeles,56576,2036,1270-1450,http://www.oxy.edu,37,1074,
Oglala Lakota College,SD,Kyle,,,N/A,//www.olc.edu/,,1075,
Oglethorpe University,GA,Atlanta,39580,1264,1110-1290,https://oglethorpe.edu,62,1076,
Ohio Christian University,OH,Circleville,,,N/A,http://www.ohiochristian.edu/,,1077,
Ohio Dominican University,OH,Columbus,31680,1188,920-1100,http://www.ohiodominican.edu,75,1078,
Ohio Northern University,OH,Ada,33440,2297,1090-1290,http://www.onu.edu,68,1079,
Ohio State University--Columbus,OH,Columbus,32061,46820,1240-1450,http://www.schreiner.edu,52,1080,
Ohio University,OH,Athens,22406,22275,1070-1270,http://www.ohio.edu,78,1081,
Ohio Valley University,WV,Vienna,21900,481,952-1177,http://www.ovu.edu,36,1082,
Ohio Wesleyan University,OH,Delaware,47130,1561,1060-1295,http://www.owu.edu,69,1083,
Oklahoma Baptist University,OK,Shawnee,29864,1808,990-1200,http://www.okbu.edu,64,1084,
Oklahoma Christian University,OK,Oklahoma City,23950,1905,1020-1280,http://www.oc.edu/,65,1085,
Oklahoma City University,OK,Oklahoma City,32594,1622,1090-1280,http://www.okcu.edu,76,1086,
Oklahoma Panhandle State University,OK,Goodwell,8674,1262,N/A,http://www.opsu.edu,,1087,
Oklahoma State University,OK,Stillwater,24539,20574,1060-1280,http://go.okstate.edu,74,1088,
Oklahoma State University Institute of Technology--Okmulgee,OK,Okmulgee,11160,2403,N/A,//osuit.edu/admissions,31,1089,
Oklahoma State University--Oklahoma City,OK,Oklahoma City,11558,,N/A,http://www.osuokc.edu/,53,1090,
Oklahoma Wesleyan University,OK,Bartlesville,26956,,900-1070,http://www.okwu.edu,62,1091,
Old Dominion University,VA,Norfolk,30652,19372,990-1200,http://www.odu.edu,87,1092,
Olivet College,MI,Olivet,28692,1055,N/A,http://www.olivetcollege.edu,71,1093,
Olivet Nazarene University,IL,Bourbonnais,37070,3231,1000-1220,http://www.olivet.edu,65,1094,
Olympic College,WA,Bremerton,,,N/A,//www.olympic.edu,,1095,
Oral Roberts University,OK,Tulsa,30070,3529,1015-1225,http://www.oru.edu,81,1096,
Oregon Health and Science University,OR,Portland,39111,,N/A,http://www.ohsu.edu/,,1097,
Oregon Institute of Technology,OR,Klamath Falls,28055,5212,1030-1240,http://www.oit.edu,96,1098,
Oregon State University,OR,Corvallis,31314,25699,1080-1310,http://oregonstate.edu,81,1099,
Otis College of Art and Design,CA,Los Angeles,45200,1086,1050-1270,//www.otis.edu,94,1100,
Ottawa University,KS,Ottawa,30580,706,940-1140,http://www.ottawa.edu,26,1101,
Otterbein University,OH,Westerville,32474,2495,1105-1285,http://www.otterbein.edu,82,1102,
Ouachita Baptist University,AR,Arkadelphia,27900,1660,1040-1250,http://www.obu.edu,64,1103,
Our Lady of the Lake College,LA,Baton Rouge,,,N/A,//www.ololcollege.edu/,,1104,
Our Lady of the Lake University,TX,San Antonio,29218,1419,910-1080,http://www.ollusa.edu,93,1105,
Pace University,NY,New York,46446,8960,1060-1220,http://www.pace.edu,76,1106,
Pacific College,CA,Costa Mesa,,,N/A,,,1107,
Pacific College of Oriental Medicine--San Diego,CA,San Diego,,,N/A,,,1108,
Pacific Lutheran University,WA,Tacoma,43674,2771,1070-1270,http://www.plu.edu,80,1109,
Pacific Northwest College of Art,OR,Portland,,,N/A,//www.pnca.edu,,1110,
Pacific Oaks College,CA,Pasadena,,,N/A,//www.pacificoaks.edu,,1111,
Pacific Union College,CA,Angwin,30813,1058,950-1190,http://www.puc.edu,49,1112,
Pacific University,OR,Forest Grove,46402,1894,1060-1250,http://www.pacificu.edu,85,1113,
Paine College,GA,Augusta,,,740-930,http://www.paine.edu,32,1114,
Palm Beach Atlantic University,FL,West Palm Beach,32500,2855,1000-1220,http://www.pba.edu,95,1115,
Palm Beach State College,FL,Lake Worth,,,N/A,,,1116,
Palmer College of Chiropractic,IA,Davenport,5608,,N/A,//www.palmer.edu,,1117,
Palo Alto University,CA,Palo Alto,,,N/A,,,1118,
Parker University,TX,Dallas,,,N/A,//www.parker.edu/,,1119,
Park University,MO,Parkville,12650,9569,N/A,http://www.park.edu,67,1120,
Pasco-Hernando State College,FL,New Port Richey,,,N/A,//www.phsc.edu,,1121,
Paul Quinn College,TX,Dallas,,,730-950,//www.rtc.edu,54,1122,
Paul Smith's College,NY,Paul Smiths,28452,745,N/A,http://www.paulsmiths.edu,58,1123,
Peirce College,PA,Philadelphia,15060,1271,N/A,http://www.peirce.edu,,1124,
Peninsula College,WA,Port Angeles,,,N/A,//www.pencol.edu,,1125,
Pennsylvania Academy of the Fine Arts,PA,Philadelphia,40376,,N/A,//www.pafa.edu,94,1126,
Pennsylvania College of Art and Design,PA,Lancaster,25850,251,856-1166,//pcad.edu,43,1127,
Pennsylvania College of Health Sciences,PA,Lancaster,,,N/A,,,1128,
Pennsylvania College of Technology,PA,Williamsport,24840,5322,980-1180,http://www.pct.edu,82,1129,
"Pennsylvania State University--Erie, The Behrend College",PA,Erie,24450,4152,1050-1280,http://behrend.psu.edu/,89,1130,
Pennsylvania State University--Harrisburg,PA,Middletown,,,N/A,//www.hbg.psu.edu/,,1131,
Pennsylvania State University--University Park,PA,University Park,35514,40363,1160-1360,http://www.psu.edu,56,1132,
Pensacola State College,FL,Pensacola,20958,9773,830-1040,//www.pensacolastate.edu,100,1133,
Pepperdine University,CA,Malibu,55892,3627,1220-1420,http://www.pepperdine.edu,36,1134,
Peru State College,NE,Peru,,,N/A,//www.peru.edu,,1135,
Pfeiffer University,NC,Misenheimer,31050,900,900-1130,http://www.pfeiffer.edu,65,1136,
Philander Smith College,AR,Little Rock,13014,1000,750-1060,http://www.philander.edu,41,1137,
Piedmont College,GA,Demorest,26692,1263,970-1180,http://www.piedmont.edu,60,1138,
Pierce College--Fort Steilacoom,WA,Lakewood,,,N/A,//www.whatcom.ctc.edu,,1139,
Pillar College,NJ,Newark,,,N/A,,,1140,
Pine Manor College,MA,Chestnut Hill,31660,373,740-915,http://www.pmc.edu,77,1141,
Pittsburgh Technical College,PA,Oakdale,,,N/A,//www.btc.edu,,1142,
Pittsburg State University,KS,Pittsburg,18682,5402,N/A,http://www.pittstate.edu,90,1143,
Pitzer College,CA,Claremont,54056,1106,1340-1490,http://www.pitzer.edu,13,1144,
Plaza College,NY,Forest Hills,,,N/A,//www.plazacollege.edu,,1145,
Plymouth State University,NH,Plymouth,23330,4222,815-1203,http://www.plymouth.edu,82,1146,
Point Loma Nazarene University,CA,San Diego,36950,3196,1140-1300,http://www.pointloma.edu,69,1147,
Point Park University,PA,Pittsburgh,32750,3196,980-1190,http://www.pointpark.edu,65,1148,
Point University,GA,West Point,20600,2213,880-1085,http://www.point.edu,53,1149,
Polk State College,FL,Winter Haven,,,N/A,,,1150,
Pomona College,CA,Claremont,54762,1679,1400-1540,http://www.pomona.edu,8,1151,
Ponce Health Sciences University,PR,Ponce,,,N/A,//www.ghc.edu,,1152,
Pontifical Catholic University of Puerto Rico--Arecibo,PR,Arecibo,,,N/A,//www.edcc.edu,95,1153,
Pontifical Catholic University of Puerto Rico--Ponce,PR,Ponce,5580,5291,N/A,//www.pucpr.edu,92,1154,
Pontifical College Josephinum,OH,Columbus,,,N/A,//www.pcj.edu,,1155,
Portland State University,OR,Portland,28410,20967,1010-1230,http://www.pdx.edu,90,1156,
Post University,CT,Waterbury,17810,9049,850-850,http://www.post.edu,53,1157,
Prairie View A&M University,TX,Prairie View,25655,8524,890-1050,http://www.pvamu.edu,74,1158,
Pratt Institute,NY,Brooklyn,53824,3435,1110-1330,http://www.pratt.edu,39,1159,
Presbyterian College,SC,Clinton,39460,1080,1010-1210,http://www.presby.edu,69,1160,
Prescott College,AZ,Prescott,31485,,1060-1185,http://www.prescott.edu/,95,1161,
Presentation College,SD,Aberdeen,,,N/A,//www.presentation.edu/,,1162,
Princeton University,NJ,Princeton,51870,5428,1440-1570,http://www.princeton.edu,5,1163,
Principia College,IL,Elsah,30190,448,1028-1300,http://www.principiacollege.edu,92,1164,
Providence Christian College,CA,Pasadena,,,N/A,http://www.providencecc.net/,91,1165,
Providence College,RI,Providence,52438,4379,1210-1360,http://www.providence.edu,49,1166,
Pueblo Community College,CO,Pueblo,16262,6194,N/A,//www.pueblocc.edu,,1167,
Puerto Rico Conservatory of Music,PR,San Juan,,,N/A,//www.cmpr.edu,,1168,
Purchase College--SUNY,NY,Purchase,18478,4164,1060-1270,http://www.purchase.edu,42,1169,
Purdue University--Fort Wayne,IN,Fort Wayne,20288,9664,970-1180,http://www.pfw.edu,97,1170,
Purdue University--Northwest,IN,Hammond,11337,9573,930-1150,//www.pnw.edu/,97,1171,
Purdue University--West Lafayette,IN,West Lafayette,28794,32672,1180-1410,http://www.purdue.edu,58,1172,
Queens University of Charlotte,NC,Charlotte,35720,1766,1033-1218,http://www.queens.edu,79,1173,
Quincy University,IL,Quincy,30450,1087,960-1140,http://www.quincy.edu,68,1174,
Quinnipiac University,CT,Hamden,49280,7425,1090-1260,//www.qu.edu,72,1175,
Radford University,VA,Radford,22985,7926,940-1130,http://www.radford.edu,75,1176,
Ramapo College of New Jersey,NJ,Mahwah,24367,5609,1050-1230,http://www.ramapo.edu,63,1177,
Randolph College,VA,Lynchburg,41131,600,960-1190,http://www.randolphcollege.edu/,87,1178,
Randolph-Macon College,VA,Ashland,42550,1488,1020-1240,http://www.rmc.edu,67,1179,
Ranken Technical College,MO,Saint Louis,,,N/A,//www.ranken.edu,,1180,
Red Rocks Community College,CO,Lakewood,,,N/A,//www.rrcc.edu,,1181,
Reed College,OR,Portland,,,1310-1500,http://www.reed.edu/,36,1182,
Regent's American College London,,London NW1 4NS,,,N/A,//www.bacl.ac.uk/default.aspx,,1183,
Regent University,VA,Virginia Beach,19280,4646,950-1170,https://www.regent.edu/,84,1184,
Regis College,MA,Weston,,,N/A,//www.regiscollege.edu,,1185,
Regis University,CO,Denver,38180,3961,1050-1230,http://www.regis.edu,60,1186,
Reinhardt University,GA,Waleska,24300,1473,1000-1190,http://www.reinhardt.edu/,90,1187,
Relay Graduate School of Education,NY,New York,,,N/A,,,1188,
Rensselaer Polytechnic Institute,NY,Troy,55378,6628,1330-1500,http://www.rpi.edu,43,1189,
Renton Technical College,WA,Renton,,,N/A,//aupr.edu,,1190,
Research College of Nursing,MO,Kansas City,,375,N/A,http://www.researchcollege.edu,,1191,
Resurrection University,IL,Chicago,26390,,N/A,http://www.resu.edu/,,1192,
Rhode Island College,RI,Providence,22831,6688,890-1100,http://www.ric.edu,73,1193,
Rhode Island School of Design,RI,Providence,52860,1994,1180-1440,http://www.risd.edu,24,1194,
Rhodes College,TN,Memphis,49198,2008,1240-1410,http://www.rhodes.edu,45,1195,
Rice University,TX,Houston,49112,3992,1450-1560,http://www.rice.edu,11,1196,
Richmond--The American International University in London,,Surrey TW10 6JP England,,,N/A,//www.richmond.ac.uk,,1197,
Rider University,NJ,Lawrenceville,42860,3898,1000-1190,http://www.rider.edu,70,1198,
Ringling College of Art and Design,FL,Sarasota,47970,1561,N/A,http://www.ringling.edu,67,1199,
Rio Hondo College,CA,Whittier,,,N/A,//www.riohondo.edu,,1200,
Ripon College,WI,Ripon,45113,807,1000-1210,https://www.ripon.edu,69,1201,
Rivier University,NH,Nashua,,,N/A,http://rivier.edu,68,1202,
Roanoke College,VA,Salem,45176,2017,1040-1230,https://www.roanoke.edu,72,1203,
Robert Morris University,IL,Chicago,29880,1699,810-1030,http://www.robertmorris.edu/,63,1204,
Robert Morris University,PA,Moon Township,31200,4005,1030-1200,http://www.rmu.edu,85,1205,
Roberts Wesleyan College,NY,Rochester,32494,1335,1010-1230,http://www.roberts.edu,65,1206,
Rochester Institute of Technology,NY,Rochester,45890,13513,1200-1400,http://www.rit.edu,66,1207,
Rochester University,MI,Rochester Hills,23996,1065,870-1100,//www.rc.edu,100,1208,
Rockford University,IL,Rockford,32100,1002,990-1190,http://www.rockford.edu,49,1209,
Rockhurst University,MO,Kansas City,38760,2345,1110-1255,https://www.rockhurst.edu,66,1210,
Rocky Mountain College,MT,Billings,29552,897,990-1175,https://www.rocky.edu,58,1211,
Rocky Mountain College of Art and Design,CO,Lakewood,,,N/A,//www.rmcad.edu/,,1212,
Rogers State University,OK,Claremore,15540,3636,N/A,http://www.rsu.edu/,84,1213,
Roger Williams University,RI,Bristol,36978,4537,1080-1250,http://www.rwu.edu,86,1214,
Rollins College,FL,Winter Park,51700,2034,1150-1360,http://www.rollins.edu,67,1215,
Roosevelt University,IL,Chicago,30876,2419,1010-1180,http://www.roosevelt.edu,65,1216,
Rosalind Franklin University of Medicine and Science,IL,North Chicago,,,N/A,//www.rosalindfranklin.edu/,,1217,
Rose-Hulman Institute of Technology,IN,Terre Haute,49527,2085,1270-1480,https://www.rose-hulman.edu,68,1218,
Roseman University of Health Sciences,NV,Henderson,,,N/A,,,1219,
Rosemont College,PA,Rosemont,19900,572,910-1140,http://www.rosemont.edu,65,1220,
Rowan University,NJ,Glassboro,22832,16120,1005-1225,http://www.rowan.edu,73,1221,
Rush University,IL,Chicago,,,N/A,https://www.rushu.rush.edu/,,1222,
Rust College,MS,Holly Springs,9900,846,N/A,http://www.rustcollege.edu,53,1223,
Rutgers University--Camden,NJ,Camden,31500,5776,1000-1180,https://www.camden.rutgers.edu/,71,1224,
Rutgers University--Newark,NJ,Newark,31608,9142,1020-1190,http://www.newark.rutgers.edu/,63,1225,
Rutgers University--New Brunswick,NJ,Piscataway,32189,36039,1190-1410,https://newbrunswick.rutgers.edu,60,1226,
Ryerson University,,"Toronto, Ontario",,,N/A,//www.ryerson.ca,,1227,
Sacred Heart Major Seminary,MI,Detroit,,,N/A,//www.shms.edu/,,1228,
Sacred Heart University,CT,Fairfield,43070,5974,1100-1240,http://www.sacredheart.edu,60,1229,
The Sage Colleges,NY,Troy,31883,1477,940-1140,http://www.sage.edu,93,1230,
Saginaw Valley State University,MI,University Center,25401,7739,990-1200,http://www.svsu.edu,77,1231,
Saint Johns River State College,FL,Palatka,,,N/A,,,1232,
Saint John's Seminary,MA,Brighton,,,N/A,,,1233,
Saint Joseph's University,PA,Philadelphia,46550,4904,1120-1290,http://www.sju.edu,76,1234,
Saint Leo University,FL,Saint Leo,23750,2086,972-1150,http://www.saintleo.edu,84,1235,
Saint Louis University,MO,St. Louis,45424,7167,1180-1370,http://www.slu.edu,58,1236,
Saint Martin's University,WA,Lacey,38560,1344,1020-1220,https://www.stmartin.edu,95,1237,
Saint Mary-of-the-Woods College,IN,St. Mary-of-the-Woods,30500,819,920-1110,http://www.smwc.edu,72,1238,
Saint Mary's College,IN,Notre Dame,43900,1519,1050-1260,http://www.saintmarys.edu,82,1239,
Saint Peter's University,NJ,Jersey City,38700,2641,940-1120,http://www.saintpeters.edu,74,1240,
Saint Vincent College,PA,Latrobe,36914,1676,1030-1230,http://www.stvincent.edu,68,1241,
Saint Xavier University,IL,Chicago,34390,2955,950-1130,https://www.sxu.edu/admissions/,74,1242,
Salem College,NC,Winston-Salem,30266,703,1050-1260,http://www.salem.edu,41,1243,
Salem State University,MA,Salem,17082,6811,980-1140,http://www.salemstate.edu,85,1244,
Salem University,WV,Salem,,,N/A,//www.salemu.edu,,1245,
Salisbury University,MD,Salisbury,20112,7650,1145-1280,http://www.salisbury.edu/,62,1246,
Salish Kootenai College,MT,Pablo,,,N/A,//www.skc.edu/,,1247,
Salve Regina University,RI,Newport,41450,2021,1090-1250,http://www.salve.edu,76,1248,
Samford University,AL,Birmingham,32850,3535,1072-1270,http://www.samford.edu,82,1249,
Sam Houston State University,TX,Huntsville,22933,18473,1000-1140,http://www.shsu.edu,79,1250,
Samuel Merritt University,CA,Oakland,,,N/A,http://www.samuelmerritt.edu/,,1251,
San Diego Christian College,CA,Santee,,,850-980,http://www.sdcc.edu/,62,1252,
San Diego Mesa College,CA,San Diego,,,N/A,//www.sdmesa.edu/,,1253,
San Diego State University,CA,San Diego,19390,30393,1110-1310,http://www.sdsu.edu,34,1254,
San Francisco Art Institute,CA,San Francisco,46614,275,1020-1290,http://www.sfai.edu,95,1255,
San Francisco Conservatory of Music,CA,San Francisco,46110,,N/A,http://www.carleton.edu,42,1256,
San Francisco State University,CA,San Francisco,19146,26498,950-1160,http://www.sfsu.edu,72,1257,
San Joaquin Valley College--Visalia,CA,Visalia,,,N/A,//www.sjvc.edu,,1258,
San Jose State University,CA,San Jose,19466,27327,1040-1260,http://www.sjsu.edu/Admissions/,55,1259,
San Juan Bautista School of Medicine,PR,Caguas,,,N/A,,,1260,
Santa Ana College,CA,Santa Ana,,,N/A,//www.sac.edu,,1261,
Santa Clara University,CA,Santa Clara,53634,5520,1270-1440,http://www.scu.edu,50,1262,
Santa Fe College,FL,Gainesville,,,N/A,,,1263,
Santa Monica College,CA,Santa Monica,,,N/A,//www.smc.edu,,1264,
Sarah Lawrence College,NY,Bronxville,57520,1410,1240-1420,http://www.slc.edu,56,1265,
Savannah College of Art and Design,GA,Savannah,37575,12217,1050-1240,http://www.scad.edu,72,1266,
Savannah State University,GA,Savannah,19401,3895,870-1030,//www. savannahstate.edu,57,1267,
Schoolcraft College,MI,Livonia,,,N/A,//www.ptcollege.edu,,1268,
